X_test,y_hat_0,y_hat_1,y_hat_2,y_hat_3,y_hat_4,y_hat_5,y_hat_6,y_hat_7,y_hat_8,y_hat_9,y_hat_10,y_hat_11,y_hat_12,y_hat_13,y_hat_14,y_hat_15,y_hat_16,y_hat_17,y_hat_18,y_hat_19,y_hat_20,y_hat_21,y_hat_22,y_hat_23,y_hat_24,y_hat_25,y_hat_26,y_hat_27,y_hat_28,y_hat_29,y_hat_30,y_hat_31,y_hat_32,y_hat_33,y_hat_34,y_hat_35,y_hat_36,y_hat_37,y_hat_38,y_hat_39,y_hat_40,y_hat_41,y_hat_42,y_hat_43,y_hat_44,y_hat_45,y_hat_46,y_hat_47,y_hat_48,y_hat_49,y_hat_50,y_hat_51,y_hat_52,y_hat_53,y_hat_54,y_hat_55,y_hat_56,y_hat_57,y_hat_58,y_hat_59,y_hat_60,y_hat_61,y_hat_62,y_hat_63,y_hat_64,y_hat_65,y_hat_66,y_hat_67,y_hat_68,y_hat_69,y_hat_70,y_hat_71,y_hat_72,y_hat_73,y_hat_74,y_hat_75,y_hat_76,y_hat_77,y_hat_78,y_hat_79,y_hat_80,y_hat_81,y_hat_82,y_hat_83,y_hat_84,y_hat_85,y_hat_86,y_hat_87,y_hat_88,y_hat_89,y_hat_90,y_hat_91,y_hat_92,y_hat_93,y_hat_94,y_hat_95,y_hat_96,y_hat_97,y_hat_98,y_hat_99
0.1,0.16212997,0.16326752,0.10674593,0.1196197,0.12120484,0.09410375,0.105627336,0.13825688,0.16964579,0.13683018,0.18015122,0.17583856,0.08921374,0.1559712,0.1494331,0.16801073,0.21155423,0.1422642,0.19275695,0.11083906,0.049770534,0.14351623,0.1637913,0.18597804,0.15098421,0.12934358,0.12374982,0.15261395,0.1272386,0.13725686,0.16393594,0.11055784,0.16361007,0.18517204,0.12994587,0.14660938,0.14199416,0.11673896,0.19988385,0.18567099,0.108302735,0.12668131,0.11973374,0.17253679,0.18237369,0.18431129,0.15662162,0.20230955,0.15826532,0.14759992,0.13512747,0.15342252,0.15449172,0.12270163,0.20069382,0.16934049,0.15985805,0.14384821,0.21961509,0.09019081,0.16143316,0.18321215,0.17199996,0.15748808,0.16263163,0.14914703,0.15672189,0.14205647,0.03225766,0.16318765,0.1880537,0.14446482,0.16455017,0.10386559,0.13456663,0.18422838,0.12883155,0.17485653,0.14755583,0.15465678,0.14816877,0.14503968,0.16935894,0.12243631,0.15538909,0.15687808,0.14392743,0.16488332,0.13634512,0.1577202,0.16686285,0.16360529,0.1506285,0.07853279,0.1380131,0.1477381,0.1480343,0.18705949,0.10615006,0.14634486
0.11,0.17913681,0.18308279,0.11934717,0.13944428,0.13860968,0.112423465,0.12917927,0.1570527,0.19060199,0.15391406,0.19963211,0.19944644,0.100466914,0.17691089,0.16685334,0.18655108,0.23380187,0.1568831,0.21461599,0.1253765,0.056270048,0.1639253,0.18439916,0.20846413,0.16987725,0.14707121,0.14212385,0.1737008,0.14643908,0.15572858,0.18553308,0.13044061,0.18412405,0.20654142,0.14874485,0.16638221,0.15869096,0.13753682,0.22182822,0.20679334,0.12288777,0.14861597,0.14786401,0.1938676,0.20546934,0.20451508,0.17622796,0.2253568,0.17513305,0.16426904,0.15172449,0.17349885,0.1715076,0.14136213,0.2250262,0.19144475,0.18100858,0.16166463,0.24942312,0.10690279,0.18218471,0.20797078,0.19140238,0.17498313,0.18210064,0.16611058,0.17546934,0.15839928,0.03675045,0.1830937,0.20841663,0.16229388,0.1834024,0.11891121,0.15008594,0.2037143,0.1426149,0.19724368,0.1687356,0.17381403,0.16732287,0.16447863,0.1878326,0.13709489,0.17415445,0.17954093,0.16132766,0.18408442,0.16113883,0.17606306,0.18834575,0.18444672,0.16816272,0.093596764,0.153658,0.16566315,0.16528708,0.21259859,0.12342841,0.16474395
0.12,0.19822577,0.20297694,0.13357069,0.16046558,0.15675001,0.13095875,0.15601644,0.17887288,0.21245393,0.17218128,0.21918693,0.22324663,0.111720316,0.19785103,0.18494257,0.20661877,0.2561881,0.17326237,0.23684207,0.1426732,0.06275757,0.18512307,0.20500731,0.23122664,0.1890056,0.1662463,0.16142061,0.19481318,0.16655031,0.17552699,0.20713007,0.15099855,0.20463821,0.22743222,0.1676587,0.1881864,0.17611977,0.15730518,0.24377292,0.22791588,0.13776305,0.17069612,0.17682335,0.21519998,0.22856498,0.22471908,0.19602375,0.2481294,0.19188793,0.1814733,0.17167817,0.19473527,0.18919593,0.15995404,0.25039133,0.21359394,0.20260322,0.17954846,0.27822512,0.12375955,0.20419705,0.23458906,0.21107668,0.1927294,0.20156881,0.18304141,0.19545877,0.17474219,0.043095067,0.20338991,0.2287793,0.18112868,0.2023483,0.13411137,0.16745345,0.2235395,0.1564272,0.22030143,0.18994424,0.19297108,0.18695623,0.18391758,0.20708807,0.15253453,0.19292,0.20364529,0.17998186,0.20342594,0.186562,0.19549161,0.21008837,0.20606793,0.18672663,0.11166518,0.16930306,0.18705386,0.18258679,0.23813781,0.14091624,0.18314368
0.13,0.21807632,0.2230185,0.14983308,0.18271732,0.17487141,0.15055577,0.18314251,0.20178309,0.23500462,0.19089371,0.23883829,0.2469853,0.12294615,0.21907665,0.20303182,0.22671898,0.27857417,0.19059785,0.25994578,0.16164929,0.07054975,0.20632072,0.22561514,0.25486368,0.20818172,0.1882245,0.18254578,0.21592574,0.18763687,0.19532558,0.22863868,0.17167278,0.2251524,0.24883182,0.18684718,0.21325666,0.19408551,0.17772658,0.2657176,0.2501533,0.15400678,0.19331376,0.20632803,0.23653126,0.25166062,0.2449229,0.21578412,0.27009088,0.20832634,0.19907965,0.19262367,0.21597953,0.20741308,0.17866758,0.27572033,0.2363504,0.22483191,0.19719324,0.30617473,0.14061557,0.22821152,0.2623927,0.23087652,0.21173997,0.22101952,0.1999221,0.21711889,0.19108516,0.05057873,0.2241855,0.24914227,0.2010527,0.22338696,0.14964274,0.18602212,0.2433732,0.17009981,0.24348573,0.210863,0.21214056,0.20680225,0.20335653,0.22639027,0.17158076,0.21360035,0.22834615,0.20028678,0.22330183,0.21177387,0.21623187,0.23203292,0.22768918,0.20609505,0.1321364,0.18494806,0.21028632,0.20011142,0.26367694,0.15873161,0.20154293
0.14,0.23806542,0.24351835,0.166196,0.20507482,0.19400893,0.17037036,0.21018314,0.22531715,0.2587247,0.21228868,0.26010022,0.2701542,0.13485199,0.24055073,0.221121,0.24767305,0.3009603,0.21516939,0.28309244,0.18117356,0.07900155,0.22777098,0.24622315,0.2785884,0.22735794,0.21077642,0.20367116,0.23701079,0.20848228,0.21571779,0.25026444,0.19188721,0.24572659,0.27055073,0.20748621,0.23950377,0.21383685,0.19870466,0.2876622,0.27282968,0.17136171,0.216038,0.236767,0.25786257,0.2747562,0.26566797,0.2352521,0.29205236,0.22464526,0.21658699,0.21463177,0.23723195,0.22808477,0.19748312,0.30104202,0.2600598,0.2471697,0.21577638,0.3321379,0.15747324,0.25260034,0.29019615,0.25067678,0.23115468,0.24045789,0.21699668,0.2391355,0.2075899,0.060201123,0.2449815,0.26951307,0.22196653,0.24618682,0.165898,0.20476022,0.26320714,0.18418193,0.26682788,0.23246187,0.2315911,0.22677022,0.2227954,0.24604687,0.19180316,0.23811448,0.25304702,0.22349462,0.24323896,0.23681259,0.24051528,0.2539776,0.24947385,0.22581938,0.15450522,0.2006878,0.23555651,0.21775708,0.28921628,0.17707169,0.22005816
0.14999999,0.25814953,0.26402393,0.1859743,0.22876547,0.2139715,0.19020955,0.24068922,0.24901673,0.2824462,0.23449695,0.28361693,0.290906,0.15249282,0.26202467,0.23921017,0.26913238,0.32334653,0.24452074,0.3063869,0.20090285,0.088604815,0.25004208,0.2669626,0.3022279,0.24660893,0.23676443,0.22479625,0.25800484,0.22932768,0.2363088,0.27191082,0.21241851,0.26677227,0.29237044,0.22825769,0.26584724,0.23360173,0.21996821,0.3103878,0.295506,0.18871671,0.23932351,0.267206,0.2793791,0.29785186,0.2871124,0.25459355,0.3140138,0.24092044,0.23394375,0.23827732,0.2585482,0.24889028,0.21647802,0.32636377,0.2840044,0.26950774,0.23764773,0.35794425,0.1749509,0.27631372,0.31799987,0.2704766,0.25085232,0.2598962,0.23482509,0.26202625,0.2260643,0.06982347,0.26577723,0.28999633,0.24331698,0.26898667,0.18595031,0.22472578,0.2830069,0.19973917,0.29070535,0.25634047,0.25264516,0.24672565,0.24223432,0.26687995,0.21221563,0.26302227,0.27774787,0.24804568,0.2651118,0.26173407,0.26602253,0.27595702,0.2719823,0.2455887,0.1776731,0.21868846,0.2608269,0.23687387,0.3148178,0.19541198,0.2393322
0.16,0.27923545,0.28452954,0.20862171,0.25245616,0.23425877,0.2100383,0.27115464,0.27271643,0.30618387,0.2584991,0.30802268,0.3128467,0.17135301,0.28349864,0.25754756,0.291282,0.3462603,0.27161193,0.33087242,0.22060555,0.11965951,0.27243975,0.28876358,0.32530344,0.2658841,0.26367342,0.24615921,0.2790982,0.25063398,0.25735134,0.29360583,0.23369895,0.28807488,0.3144837,0.24861303,0.29192737,0.25372165,0.24078944,0.33320397,0.3181823,0.20621824,0.26275957,0.29771233,0.30129066,0.3213145,0.30885422,0.2802292,0.33593038,0.25844622,0.25167465,0.26176006,0.2803982,0.2696959,0.23717824,0.35168588,0.30794913,0.29211655,0.2620341,0.38365448,0.1924286,0.30078012,0.3458033,0.2901213,0.27066636,0.27933466,0.25456464,0.2849439,0.24517795,0.079454884,0.28657305,0.31142843,0.26499352,0.29211414,0.20645925,0.24854818,0.30281436,0.21709487,0.31597,0.28022632,0.27463984,0.26641452,0.2622412,0.28790507,0.23269151,0.28912908,0.30244875,0.2725967,0.28756836,0.2844942,0.2915491,0.29794455,0.29626745,0.26551682,0.20108625,0.23856917,0.2860972,0.25633824,0.3406103,0.21391645,0.26022008
0.17,0.30070546,0.30531946,0.23172215,0.2764268,0.2559155,0.22998554,0.30140328,0.29641593,0.32992172,0.28310543,0.33269837,0.33674055,0.19046351,0.3068032,0.2762214,0.31445563,0.3692513,0.2985663,0.35575184,0.24746633,0.15063375,0.2949081,0.3105644,0.34847957,0.2851594,0.29252315,0.26752615,0.30019206,0.2720951,0.27892408,0.31530103,0.25521725,0.30937764,0.3374935,0.27036452,0.31794786,0.27425063,0.26209903,0.35602045,0.34098503,0.22438508,0.28623003,0.32886732,0.32320258,0.34494567,0.33099574,0.30615997,0.35782087,0.27607533,0.26940572,0.28524294,0.30170584,0.29050153,0.2581158,0.37700742,0.33219317,0.31484735,0.28769425,0.40936482,0.20990643,0.3247155,0.3736068,0.30973682,0.29048017,0.29877308,0.2770627,0.30885783,0.26415142,0.089420214,0.30736884,0.33695525,0.28667018,0.31638983,0.22675219,0.27253717,0.32495433,0.23518243,0.3413386,0.3051621,0.2970651,0.28546643,0.28324237,0.30927548,0.25456515,0.31605682,0.3278771,0.29714778,0.31003368,0.3072542,0.31709522,0.31993222,0.32095784,0.28573847,0.22711143,0.25911376,0.31136745,0.27589816,0.3664027,0.23340884,0.281142
0.17999999,0.322228,0.32667574,0.2557796,0.29955482,0.27760273,0.25240538,0.33334538,0.32003042,0.35360768,0.3092505,0.35798568,0.3618853,0.20970324,0.33102193,0.29555067,0.33799225,0.39236957,0.32619378,0.3806311,0.2782376,0.18194234,0.3173765,0.33249053,0.37133944,0.30443472,0.32137266,0.288893,0.3213681,0.29515415,0.3016526,0.33699605,0.2767353,0.33118156,0.3620823,0.29297242,0.34396836,0.29492146,0.28509092,0.3789627,0.36589265,0.24354339,0.30914736,0.3606461,0.34511432,0.36844605,0.35411596,0.33209074,0.37974954,0.2959634,0.2875048,0.30969346,0.32300913,0.311307,0.27825516,0.40242153,0.3565078,0.33757797,0.313632,0.43791246,0.22738412,0.34790003,0.40141076,0.32935235,0.3102942,0.31821144,0.29956073,0.332936,0.283125,0.0999587,0.32816464,0.3624825,0.30834672,0.34093684,0.24720979,0.29657122,0.34688473,0.256404,0.36723438,0.33102313,0.3201359,0.30524376,0.305722,0.33095378,0.27647823,0.3439643,0.35439533,0.32171574,0.33311504,0.33148426,0.34264123,0.3419198,0.34661353,0.30630264,0.25325027,0.280104,0.33663777,0.2972463,0.39219502,0.2541838,0.30298126
0.19,0.34422928,0.34846917,0.28053322,0.32268286,0.2994074,0.2755276,0.36436433,0.34344947,0.3770531,0.33537292,0.38413414,0.38702226,0.2290707,0.35584527,0.31633922,0.36191046,0.41498327,0.3555197,0.4055106,0.31123576,0.21352309,0.33989167,0.3550974,0.39358336,0.32370996,0.3502224,0.31038296,0.34303987,0.31862372,0.32711506,0.35869113,0.29825348,0.35317796,0.38664168,0.3165065,0.36998892,0.31560695,0.3080227,0.40249684,0.39124423,0.26349038,0.332977,0.39244202,0.36702618,0.39189538,0.37723613,0.35796863,0.40159637,0.31714422,0.30931407,0.33416826,0.3443125,0.3328208,0.29831678,0.42839938,0.38042986,0.36030877,0.3395729,0.467363,0.24486187,0.37123415,0.4292141,0.3490915,0.3303964,0.33786982,0.322182,0.3570144,0.30228883,0.110530496,0.34896046,0.38549942,0.3302791,0.365801,0.26768228,0.32060206,0.36848307,0.27816042,0.39353573,0.35767826,0.3440693,0.3257804,0.33100805,0.35700113,0.29876688,0.37317818,0.3810287,0.34629574,0.35692686,0.35640675,0.36818743,0.36390755,0.37272048,0.32828638,0.27948412,0.30118656,0.36190814,0.3186527,0.41798767,0.27549282,0.3259544
